definition_id,kind,name,information_family,provider,catalog_status,availability,causality,applicability,materialization_status,evaluation_route,source_experiment,observation_count,generated_configurations,failed_configurations,disposition_reason
SIG-CZSC-vol_window_V230801,signal,vol_window_V230801,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_basis_V240411,signal,xl_bar_basis_V240411,MARKET_MICROSTRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_basis_V240412,signal,xl_bar_basis_V240412,MARKET_MICROSTRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_position_V240328,signal,xl_bar_position_V240328,POSITION_VALUATION,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_trend_V240329,signal,xl_bar_trend_V240329,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_trend_V240330,signal,xl_bar_trend_V240330,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_trend_V240331,signal,xl_bar_trend_V240331,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-xl_bar_trend_V240623,signal,xl_bar_trend_V240623,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_bi_end_V230406,signal,zdy_bi_end_V230406,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_bi_end_V230407,signal,zdy_bi_end_V230407,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_dif_V230527,signal,zdy_dif_V230527,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_dif_V230528,signal,zdy_dif_V230528,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_V230518,signal,zdy_macd_V230518,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_V230519,signal,zdy_macd_V230519,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_V230527,signal,zdy_macd_V230527,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_bc_V230422,signal,zdy_macd_bc_V230422,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_bs1_V230422,signal,zdy_macd_bs1_V230422,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_dif_V230516,signal,zdy_macd_dif_V230516,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_dif_V230517,signal,zdy_macd_dif_V230517,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_macd_dif_iqr_V230521,signal,zdy_macd_dif_iqr_V230521,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_stop_loss_V230406,signal,zdy_stop_loss_V230406,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-zdy_take_profit_V230406,signal,zdy_take_profit_V230406,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-zdy_take_profit_V230407,signal,zdy_take_profit_V230407,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-zdy_vibrate_V230406,signal,zdy_vibrate_V230406,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-zdy_zs_V230423,signal,zdy_zs_V230423,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-zdy_zs_space_V230421,signal,zdy_zs_space_V230421,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-PROJECT-BREADTH-THRUST,signal,成分宽度推动,MARKET_BREADTH,project,READY,成分日线发布后,阈值只由更早样本拟合,APPLICABLE,SIGNAL_MATERIALIZATION_REQUIRED,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX58,0,0,0,factor dependency exists; uniform S006 state series still required
SIG-PROJECT-ER60-REGIME,signal,ER60市场环境,TREND_REGIME,project,READY,交易日收盘后,阈值由开发期冻结，运行时不读取未来,APPLICABLE,SIGNAL_MATERIALIZATION_REQUIRED,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX58,0,0,0,factor dependency exists; uniform S006 state series still required
SIG-PROJECT-MONEYFLOW-BREADTH,signal,成分资金流宽度事件,FUND_FLOW,project,READY,T+1日数据源发布后,信号日只使用已经发布的前一交易日资金流,APPLICABLE,SIGNAL_MATERIALIZATION_REQUIRED,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX58,0,0,0,factor dependency exists; uniform S006 state series still required
